Time,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyro roll rate,Gyro pitch rate,Gyro yaw rate,Longitude,Latitude,Ultrasonic (inches),Ultrasonic (cm)
2024-05-02 12:27:26,-1.34,-0.56,3.02,4.43,-36.76,7.27,30.149229,-1.933817,7,20
2024-05-02 12:27:29,-2.02,-0.54,3.55,0.58,15.51,-1.30,30.148878,-1.933921,7,20
2024-05-02 12:27:32,-1.22,-0.56,3.20,1.94,-9.54,4.41,30.148546,-1.934030,7,20
2024-05-02 12:27:34,-2.22,-1.04,4.24,0.43,-2.66,2.92,30.148235,-1.934124,1,3
2024-05-02 12:27:37,-2.35,-0.64,2.99,1.97,-8.27,0.61,30.148073,-1.934168,1,3
2024-05-02 12:27:40,-1.68,-0.16,3.78,4.64,-5.27,-2.53,30.147970,-1.934199,7,20
2024-05-02 12:27:43,-1.76,-0.15,3.79,11.13,-4.27,-14.81,30.147913,-1.934219,8,20
2024-05-02 12:27:46,-1.46,-0.15,3.10,1.08,-3.13,1.57,30.147842,-1.934228,8,20
2024-05-02 12:27:48,-2.28,0.11,3.89,7.77,-10.11,-1.48,30.147768,-1.934214,0,1
2024-05-02 12:27:51,-1.16,-0.14,3.85,7.73,3.31,-7.66,30.147697,-1.934204,0,2
2024-05-02 12:27:54,-1.62,-0.03,3.83,2.81,-10.00,-3.92,30.147554,-1.934158,7,18
2024-05-02 12:27:57,-1.58,0.03,3.69,4.14,-1.48,-3.60,30.147392,-1.934089,7,18
2024-05-02 12:28:00,-1.98,-0.22,3.86,2.55,-3.04,-4.92,30.147221,-1.933979,7,18
2024-05-02 12:28:02,-1.54,0.10,3.13,6.79,-18.53,-3.04,30.147060,-1.933861,0,1
2024-05-02 12:28:05,-1.96,-0.05,4.23,14.60,-76.12,-8.41,30.146965,-1.933765,0,1
2024-05-02 12:28:08,-1.64,-0.43,3.53,6.58,-6.18,-4.14,30.146856,-1.933572,8,20
2024-05-02 12:28:11,-1.24,-0.06,4.03,13.45,-9.51,-9.62,30.146788,-1.933400,7,19
2024-05-02 12:28:14,-1.72,-0.49,3.98,3.98,-2.55,8.35,30.146774,-1.933241,8,22
2024-05-02 12:28:16,-2.20,0.58,3.74,-22.93,4.17,31.77,30.146755,-1.933109,0,2
2024-05-02 12:28:19,-1.85,-0.34,3.74,-9.62,3.36,16.26,30.146687,-1.933045,0,1
2024-05-02 12:28:22,-1.40,-0.48,4.21,12.34,-18.11,-18.76,30.146507,-1.933009,7,19
2024-05-02 12:28:25,-1.27,-0.08,3.16,9.69,-1.19,-4.11,30.146297,-1.932915,7,19
2024-05-02 12:28:28,-2.38,-0.14,3.33,-3.18,-4.37,-0.44,30.146093,-1.932795,7,19
2024-05-02 12:28:30,-2.21,-0.42,3.55,8.02,-30.41,0.49,30.145903,-1.932566,0,1
2024-05-02 12:28:33,-2.10,-0.76,4.43,-4.20,-4.70,5.66,30.145758,-1.932425,0,1
2024-05-02 12:28:36,-2.35,-0.17,3.89,-3.28,-11.33,1.37,30.145517,-1.932230,7,19
2024-05-02 12:28:39,-1.92,-0.53,3.86,-1.48,-2.84,8.44,30.145231,-1.932071,7,20
2024-05-02 12:28:42,-1.58,-0.60,3.47,-0.64,6.12,2.75,30.144939,-1.931934,7,19
2024-05-02 12:28:44,-2.27,-0.23,3.45,4.61,-32.73,3.44,30.144659,-1.931826,0,1
2024-05-02 12:28:47,-2.37,-0.46,3.51,1.80,21.59,7.28,30.144453,-1.931777,0,1
2024-05-02 12:28:50,-2.23,-0.52,3.39,-11.66,1.77,4.23,30.144133,-1.931723,7,20
2024-05-02 12:28:53,-3.14,-0.46,4.20,-3.34,8.02,13.97,30.143816,-1.931718,8,20
2024-05-02 12:28:56,-1.92,-0.62,3.70,-0.85,-0.89,5.10,30.143520,-1.931770,7,19
2024-05-02 12:28:58,-2.11,-0.34,2.67,-2.47,4.73,8.55,30.143261,-1.931848,0,1
2024-05-02 12:29:01,-2.60,-0.63,3.22,1.04,-8.96,3.89,30.143118,-1.931916,0,1
2024-05-02 12:29:04,-2.33,-0.90,3.18,5.25,-17.07,-1.73,30.142958,-1.932003,7,20
2024-05-02 12:29:07,-2.67,-0.81,3.84,3.77,11.66,5.83,30.142864,-1.932058,7,19
2024-05-02 12:29:10,-2.40,-0.23,3.59,-14.02,-17.47,33.44,30.142817,-1.932082,0,1
2024-05-02 12:29:12,-2.28,-0.37,3.66,-6.17,-22.20,19.44,30.142801,-1.932097,1,4
2024-05-02 12:29:15,-1.69,-0.40,3.54,-11.57,4.18,11.57,30.142807,-1.932101,7,20
2024-05-02 12:29:18,-2.26,0.36,3.12,-18.96,10.35,37.07,30.142817,-1.932107,8,22
2024-05-02 12:29:21,-2.56,0.73,4.65,-4.50,10.47,1.24,30.142878,-1.932111,8,22
2024-05-02 12:29:24,-2.78,2.02,3.81,-43.54,91.47,-23.92,30.142962,-1.932099,0,1
2024-05-02 12:29:26,-1.24,-0.20,2.57,0.52,40.67,-8.81,30.143021,-1.932092,0,1
2024-05-02 12:29:29,-1.62,-0.02,2.70,17.10,67.82,9.54,30.143099,-1.932067,7,18
2024-05-02 12:29:32,-1.46,-0.74,3.50,4.58,-23.89,-7.10,30.143156,-1.932047,11,29
2024-05-02 12:29:35,-1.23,0.04,2.02,-20.18,-41.74,-5.56,30.143209,-1.932043,9,23
2024-05-02 12:29:39,-1.59,-0.26,3.98,0.32,11.65,4.81,30.143265,-1.932038,0,0
2024-05-02 12:29:42,-0.01,-0.46,3.82,-7.74,50.08,-20.58,30.143360,-1.932020,0,1
2024-05-02 12:29:44,-0.20,0.14,4.54,-11.92,139.40,-11.01,30.143446,-1.932019,0,1
2024-05-02 12:29:47,-1.01,0.92,3.63,-26.85,58.53,-25.92,30.143505,-1.932026,7,20
2024-05-02 12:29:50,-2.47,-0.40,2.49,9.39,52.49,24.85,30.143579,-1.932054,8,20
2024-05-02 12:29:53,1.35,-0.02,3.89,-16.64,-46.14,-25.57,30.143667,-1.932078,0,1
2024-05-02 12:29:55,-2.16,0.54,5.01,-1.34,36.79,-11.45,30.143747,-1.932119,0,1
2024-05-02 12:29:58,-1.79,0.19,3.62,0.23,-16.52,-13.69,30.143803,-1.932148,0,1
2024-05-02 12:30:01,-0.97,0.26,2.46,17.07,-104.52,2.03,30.143877,-1.932195,8,21
2024-05-02 12:30:04,-2.91,-1.39,7.12,19.16,-62.37,18.35,30.143963,-1.932230,7,19
2024-05-02 12:30:07,-0.50,-1.18,6.33,10.20,178.87,17.94,30.144054,-1.932286,0,1
2024-05-02 12:30:09,-1.21,-0.03,3.21,8.05,11.80,5.54,30.144108,-1.932316,1,4
2024-05-02 12:30:12,-2.67,-0.18,6.42,-14.20,73.24,14.67,30.144197,-1.932370,8,20
2024-05-02 12:30:15,-3.34,-0.23,5.92,-21.02,159.54,1.37,30.144285,-1.932417,6,15
2024-05-02 12:30:18,-0.09,-0.30,5.01,-19.62,28.38,-6.58,30.144358,-1.932471,7,18
2024-05-02 12:30:20,1.11,-0.14,3.10,-22.90,7.65,-30.69,30.144419,-1.932526,0,1
2024-05-02 12:30:23,-1.47,0.29,4.91,13.51,16.32,16.00,30.144459,-1.932565,9,25
2024-05-02 12:30:26,-2.26,-0.22,5.14,-1.73,-5.27,-4.41,30.144520,-1.932635,8,22
2024-05-02 12:30:29,-1.45,0.30,4.64,-2.81,-8.93,2.52,30.144579,-1.932713,7,19
2024-05-02 12:30:32,-3.02,0.06,3.88,-2.73,22.64,-0.11,30.144651,-1.932771,0,2
2024-05-02 12:30:34,-3.73,-0.22,4.91,-8.02,-29.56,-19.30,30.144718,-1.932812,0,0
2024-05-02 12:30:37,-0.74,-0.70,3.53,6.32,21.92,2.99,30.144751,-1.932845,7,19
2024-05-02 12:30:40,-2.09,-0.08,1.52,13.48,-10.67,16.79,30.144794,-1.932908,7,18
2024-05-02 12:30:43,-1.75,-0.26,3.96,-7.04,8.31,-15.04,30.144835,-1.932988,7,19
2024-05-02 12:30:46,-2.53,0.24,3.68,-1.34,-30.27,12.75,30.144867,-1.933088,0,1
2024-05-02 12:30:48,-1.44,-0.79,4.96,-8.95,-23.97,-12.50,30.144886,-1.933167,0,1
2024-05-02 12:30:51,-2.46,-0.05,3.61,21.07,-66.66,15.73,30.144951,-1.933237,8,21
2024-05-02 12:30:54,-2.08,0.10,5.86,18.14,-5.53,20.82,30.145010,-1.933304,8,22
2024-05-02 12:30:57,-0.45,-0.83,3.47,0.84,-62.09,-15.10,30.145061,-1.933370,9,23
2024-05-02 12:31:00,-1.82,0.63,2.40,-2.82,-107.13,-6.76,30.145096,-1.933434,0,1
2024-05-02 12:31:02,-0.15,-0.21,3.32,-0.09,38.08,10.81,30.145115,-1.933468,0,2
2024-05-02 12:31:05,-2.02,0.27,2.89,-11.82,13.68,-4.09,30.145145,-1.933541,9,23
2024-05-02 12:31:08,-0.88,-0.54,3.33,-6.08,-12.84,-5.18,30.145166,-1.933626,7,19
2024-05-02 12:31:11,-3.82,0.25,3.53,-0.09,-13.59,24.99,30.145187,-1.933705,7,19
2024-05-02 12:31:14,-1.89,-0.11,3.97,-2.99,36.95,-10.69,30.145220,-1.933767,0,1
2024-05-02 12:31:16,-1.07,-1.41,4.72,6.82,-33.74,3.65,30.145237,-1.933801,1,4
2024-05-02 12:31:19,-1.39,-1.10,3.18,11.15,-115.45,8.75,30.145260,-1.933855,7,20
2024-05-02 12:31:22,-2.04,-0.23,5.11,-4.47,-7.10,8.11,30.145290,-1.933923,7,18
2024-05-02 12:31:25,-1.26,-0.11,4.84,3.97,23.76,-1.79,30.145325,-1.933981,8,20
2024-05-02 12:31:28,-2.47,-0.61,3.91,0.41,-19.22,-0.55,30.145351,-1.934044,0,1
2024-05-02 12:31:30,-1.62,-0.12,3.62,8.92,-31.85,-1.91,30.145374,-1.934083,0,1
2024-05-02 12:31:33,0.59,-1.16,4.12,15.07,-70.05,2.14,30.145403,-1.934134,7,18
2024-05-02 12:31:36,-0.42,0.22,3.55,-2.26,-16.31,-10.05,30.145445,-1.934201,8,21
2024-05-02 12:31:39,-0.27,0.95,1.65,-27.50,71.89,-12.37,30.145485,-1.934270,0,1
2024-05-02 12:31:41,-3.26,-0.56,4.09,31.21,-140.70,16.92,30.145529,-1.934342,0,1
2024-05-02 12:31:44,1.62,-2.37,5.90,13.59,-22.27,16.95,30.145563,-1.934388,6,15
2024-05-02 12:31:47,-0.70,-0.69,3.22,-0.15,-64.56,-0.85,30.145620,-1.934467,8,22
2024-05-02 12:31:50,0.26,-1.35,5.61,-22.79,120.02,8.44,30.145687,-1.934548,0,1
2024-05-02 12:31:52,-1.65,-0.04,2.37,-8.53,13.39,-10.40,30.145748,-1.934614,0,1
2024-05-02 12:31:55,-1.27,0.04,3.94,-23.56,71.18,-4.98,30.145782,-1.934645,6,17
2024-05-02 12:31:58,0.81,-1.02,1.89,-10.29,65.08,0.21,30.145830,-1.934701,8,20
2024-05-02 12:32:01,-2.53,0.05,3.77,-26.64,23.97,-3.86,30.145885,-1.934758,8,22
2024-05-02 12:32:03,-2.02,-0.05,4.00,-0.20,23.02,-6.95,30.145939,-1.934818,0,1
2024-05-02 12:32:06,-2.94,-0.07,4.69,-7.95,26.44,2.11,30.145973,-1.934852,0,1
2024-05-02 12:32:09,-0.99,-0.24,3.18,2.40,-28.40,1.44,30.146017,-1.934891,10,25
2024-05-02 12:32:12,-0.30,0.09,3.89,0.43,67.33,13.07,30.146061,-1.934922,4,12
2024-05-02 12:32:15,-1.74,-0.75,3.91,-5.91,-100.96,-19.98,30.146097,-1.934954,6,17
2024-05-02 12:32:17,-1.35,-0.32,3.96,-4.14,-32.24,2.82,30.146143,-1.934994,0,1
2024-05-02 12:32:20,-2.24,-0.92,4.96,5.82,0.49,2.72,30.146170,-1.935015,2,5
2024-05-02 12:32:23,-1.30,-0.64,3.60,7.94,-32.34,-4.53,30.146219,-1.935033,8,22
2024-05-02 12:32:26,-0.50,-0.20,3.23,10.64,14.81,11.95,30.146252,-1.935063,9,23
2024-05-02 12:32:29,-0.66,-0.45,5.52,0.09,13.48,9.24,30.146282,-1.935096,0,1
2024-05-02 12:32:31,-0.42,-0.49,4.73,-6.08,-8.40,-8.15,30.146322,-1.935139,0,1
2024-05-02 12:32:34,-1.28,0.63,4.89,-1.42,59.56,0.85,30.146345,-1.935168,8,20
2024-05-02 12:32:37,-0.15,0.09,3.55,3.77,68.95,-6.44,30.146404,-1.935228,8,20
2024-05-02 12:32:40,-4.23,-0.15,5.05,-10.95,79.68,-16.95,30.146456,-1.935278,7,19
2024-05-02 12:32:42,-1.01,-0.38,3.91,6.85,21.63,4.55,30.146511,-1.935331,0,1
2024-05-02 12:32:45,0.40,-0.77,3.74,-9.36,32.00,12.70,30.146540,-1.935361,5,15
2024-05-02 12:32:48,-0.74,-0.75,3.52,2.52,0.37,-10.79,30.146585,-1.935403,7,19
2024-05-02 12:32:51,-0.66,-1.14,4.75,7.86,0.38,0.61,30.146641,-1.935446,0,1
2024-05-02 12:32:53,-2.16,-0.52,4.30,7.44,-6.70,0.76,30.146677,-1.935475,0,1
2024-05-02 12:32:56,-1.08,-0.14,3.31,3.71,-6.27,0.98,30.146696,-1.935487,8,20
2024-05-02 12:32:59,-1.29,-0.09,3.91,4.32,-18.98,-1.02,30.146713,-1.935500,7,19
2024-05-02 12:33:02,-1.47,-0.09,3.88,3.59,-11.42,-1.22,30.146723,-1.935510,10,27
2024-05-02 12:33:05,-1.74,-0.25,4.12,4.53,-22.35,1.01,30.146734,-1.935519,1,4
2024-05-02 12:33:07,-1.15,-0.22,3.52,0.82,0.84,-2.87,30.146742,-1.935523,2,6
2024-05-02 12:33:10,-1.42,-0.15,4.40,3.05,-7.59,-1.65,30.146749,-1.935528,7,20
2024-05-02 12:33:13,-0.96,-0.26,3.39,0.05,-7.89,-0.47,30.146759,-1.935543,6,16
2024-05-02 12:33:16,-1.34,-0.14,4.25,2.87,-9.48,0.32,30.146769,-1.935553,10,27
2024-05-02 12:33:18,-1.75,-0.90,3.81,6.26,-36.61,2.58,30.146786,-1.935568,0,2
2024-05-02 12:33:21,-1.11,-0.52,3.52,-9.65,8.05,1.24,30.146797,-1.935575,0,1
2024-05-02 12:33:24,-2.24,-0.43,4.00,-0.82,-49.50,-1.34,30.146818,-1.935580,7,20
2024-05-02 12:33:27,-0.96,-0.07,2.30,3.80,-37.37,-7.18,30.146860,-1.935602,9,23
2024-05-02 12:33:30,-0.25,-0.98,2.92,12.34,-10.05,3.80,30.146904,-1.935635,0,1
2024-05-02 12:33:32,-1.97,-0.09,3.73,-2.53,8.89,-2.87,30.146921,-1.935650,0,1
2024-05-02 12:33:35,-2.51,-0.30,4.67,10.99,31.97,2.64,30.146954,-1.935673,7,18
2024-05-02 12:33:38,-1.27,-0.86,4.31,-8.64,25.36,1.98,30.146980,-1.935698,8,22
2024-05-02 12:33:41,-2.18,0.62,3.83,-0.24,29.28,6.46,30.147017,-1.935731,8,21
2024-05-02 12:33:44,-0.96,-0.59,4.26,-3.19,-3.86,-0.56,30.147057,-1.935777,0,1
2024-05-02 12:33:48,-1.02,-0.35,3.43,3.27,21.98,3.33,30.147072,-1.935793,0,0
2024-05-02 12:33:51,-2.86,-0.69,5.29,-2.23,-6.47,-1.36,30.147108,-1.935809,10,27
2024-05-02 12:33:53,-0.28,-1.13,4.22,10.50,4.20,10.02,30.147133,-1.935823,0,1
2024-05-02 12:33:56,-1.48,-0.92,4.11,4.92,-16.24,1.69,30.147148,-1.935835,9,25
2024-05-02 12:33:59,-1.37,-0.58,4.18,2.76,-18.53,4.15,30.147165,-1.935863,10,27
2024-05-02 12:34:02,-1.81,-0.40,3.99,9.39,-33.80,1.40,30.147181,-1.935878,5,14
2024-05-02 12:34:04,-1.29,-0.67,4.25,-2.38,-22.49,-3.89,30.147202,-1.935894,0,1
2024-05-02 12:34:07,-1.05,-0.49,3.02,3.24,-30.32,-1.42,30.147219,-1.935914,7,18
2024-05-02 12:34:10,-0.34,-0.42,4.26,4.60,-7.68,-3.94,30.147251,-1.935949,6,16
2024-05-02 12:34:13,-1.52,-0.94,3.82,5.33,-36.99,0.99,30.147270,-1.935966,8,20
2024-05-02 12:34:16,-1.87,-0.62,3.61,-4.14,18.31,1.80,30.147291,-1.935985,2,5
2024-05-02 12:34:18,-0.64,-0.39,4.19,1.74,-42.00,2.52,30.147310,-1.936003,0,1
2024-05-02 12:34:21,-1.23,-0.50,4.02,9.10,-31.91,-4.02,30.147343,-1.936023,6,17
2024-05-02 12:34:24,-1.24,0.17,4.00,4.64,-14.18,-0.12,30.147366,-1.936044,7,18
2024-05-02 12:34:27,-1.94,-0.77,3.28,5.45,-51.27,-0.29,30.147383,-1.936067,5,15
2024-05-02 12:34:29,-0.99,-0.31,3.38,1.60,6.24,2.52,30.147400,-1.936087,0,1
2024-05-02 12:34:32,-0.84,-0.59,3.67,5.97,11.76,2.11,30.147408,-1.936098,6,15
2024-05-02 12:34:35,-1.83,-0.58,3.84,3.76,-23.01,-0.64,30.147427,-1.936110,8,21
2024-05-02 12:34:38,-1.00,-0.17,3.63,0.78,6.95,0.78,30.147436,-1.936119,6,16
2024-05-02 12:34:40,-1.26,-1.06,4.14,-1.57,6.21,-3.10,30.147449,-1.936135,1,4
2024-05-02 12:34:43,-1.22,-0.38,3.69,7.19,-27.27,-1.98,30.147455,-1.936144,8,22
2024-05-02 12:34:46,-1.37,-0.62,4.33,2.15,-1.88,-0.21,30.147470,-1.936160,9,24
2024-05-02 12:34:49,-0.80,-0.89,3.48,3.89,-11.48,-1.22,30.147488,-1.936177,6,16
2024-05-02 12:34:51,-0.77,-0.36,3.42,2.46,10.47,6.27,30.147501,-1.936198,0,1
2024-05-02 12:34:54,-1.24,-0.91,3.32,-3.80,14.89,1.18,30.147511,-1.936206,4,10
2024-05-02 12:34:57,-1.06,-0.24,3.80,0.99,8.20,1.60,30.147526,-1.936224,8,20
2024-05-02 12:35:00,-1.26,-0.19,3.63,4.15,-25.50,1.88,30.147533,-1.936234,5,13
2024-05-02 12:35:04,-1.38,-0.45,3.93,3.30,-2.38,-2.00,30.147541,-1.936247,0,0
2024-05-02 12:35:07,-1.18,-0.49,3.70,0.14,-4.37,5.33,30.147556,-1.936274,7,19
2024-05-02 12:35:10,-1.58,-0.60,3.35,-11.85,-2.73,31.80,30.147585,-1.936305,0,2
2024-05-02 12:35:12,-1.21,-0.52,3.72,-4.58,-0.24,14.85,30.147594,-1.936313,0,1
2024-05-02 12:35:15,-1.24,-0.34,3.91,-1.47,14.85,1.30,30.147612,-1.936320,7,18
2024-05-02 12:35:18,-1.48,-0.14,4.20,0.90,-26.38,11.69,30.147610,-1.936329,7,18
2024-05-02 12:35:21,-0.94,-0.10,3.41,-3.97,10.75,9.54,30.147604,-1.936333,7,19
2024-05-02 12:35:23,-1.66,-0.40,3.99,1.11,-26.76,10.23,30.147600,-1.936341,0,2
2024-05-02 12:35:26,-1.35,-0.22,3.99,-2.21,0.95,11.62,30.147600,-1.936345,0,1
2024-05-02 12:35:29,-1.28,0.03,4.06,3.59,-11.24,2.55,30.147598,-1.936353,7,19
2024-05-02 12:35:32,-1.17,0.23,3.55,-2.49,-17.53,16.87,30.147602,-1.936353,7,18
2024-05-02 12:35:35,-1.14,0.09,3.60,6.61,-14.34,-4.55,30.147594,-1.936337,7,19
2024-05-02 12:35:37,-1.48,-0.09,3.79,9.98,-8.21,-2.56,30.147593,-1.936321,0,1
2024-05-02 12:35:40,-1.40,-0.09,3.38,2.58,-4.99,1.18,30.147591,-1.936315,0,1
2024-05-02 12:35:43,-1.46,-0.05,3.79,2.98,-9.15,2.73,30.147587,-1.936316,7,18
2024-05-02 12:35:46,-1.16,-0.00,3.40,2.15,5.39,-6.72,30.147585,-1.936312,9,23
2024-05-02 12:35:49,-1.22,-0.02,4.32,7.63,-22.46,-7.18,30.147585,-1.936299,7,20
2024-05-02 12:35:52,-1.30,-0.40,3.39,3.11,14.72,-8.52,30.147587,-1.936293,0,1
2024-05-02 12:35:54,-0.64,-0.09,3.75,8.41,37.30,-26.79,30.147591,-1.936290,0,1
2024-05-02 12:35:57,-1.28,-0.10,4.48,-0.47,7.63,-1.62,30.147623,-1.936265,7,18
2024-05-02 12:36:00,-1.14,-0.57,3.59,3.92,-0.43,-2.95,30.147732,-1.936211,7,18
2024-05-02 12:36:03,-1.93,-0.26,4.18,-6.37,-1.97,7.36,30.147860,-1.936149,7,18
2024-05-02 12:36:05,-1.35,-0.80,4.03,3.94,-3.39,-4.76,30.147974,-1.936111,0,1
2024-05-02 12:36:08,-1.20,-0.19,3.71,-3.08,15.68,-0.08,30.148012,-1.936095,0,1
2024-05-02 12:36:11,-1.18,-0.27,3.52,3.07,-17.47,0.37,30.148037,-1.936086,7,18
2024-05-02 12:36:14,-1.44,-0.26,4.06,0.81,-2.75,0.58,30.148046,-1.936084,7,18
2024-05-02 12:36:17,-1.50,-0.27,3.81,3.36,-21.79,-0.14,30.148046,-1.936084,7,18
2024-05-02 12:36:19,-1.53,-0.27,3.87,3.50,-18.27,1.19,30.148048,-1.936086,0,1
2024-05-02 12:36:22,-1.47,-0.05,4.13,2.82,-9.39,2.90,30.148050,-1.936087,0,1
2024-05-02 12:36:25,-1.24,-0.26,4.01,5.15,0.09,-13.44,30.148071,-1.936076,7,19
2024-05-02 12:36:28,-0.97,-0.17,4.11,8.34,-39.42,-28.53,30.148134,-1.936064,7,19
2024-05-02 12:36:31,-1.54,-0.58,3.13,-2.46,-23.33,17.30,30.148256,-1.936140,0,2
2024-05-02 12:36:33,-1.55,-0.17,3.62,-0.70,-13.11,10.99,30.148399,-1.936175,1,4
2024-05-02 12:36:36,-2.20,-0.15,3.38,-4.90,-19.63,41.95,30.148483,-1.936160,0,1
2024-05-02 12:36:39,-1.47,0.58,3.89,-10.12,8.67,22.18,30.148548,-1.936070,6,17
2024-05-02 12:36:42,-0.75,0.38,2.66,-7.39,-31.54,-1.44,30.148533,-1.935919,7,19
2024-05-02 12:36:45,1.09,-0.35,3.38,11.76,28.05,-51.95,30.148520,-1.935793,0,1
2024-05-02 12:36:47,-0.51,0.05,3.70,0.75,-7.33,-1.53,30.148569,-1.935718,0,1
2024-05-02 12:36:50,-0.94,-0.22,4.45,4.87,62.17,-1.45,30.148733,-1.935601,7,18
2024-05-02 12:36:53,-1.79,-0.10,4.93,-4.21,58.37,4.34,30.148956,-1.935497,7,18
2024-05-02 12:36:56,-1.88,-0.11,4.77,-8.03,83.60,7.04,30.149216,-1.935425,7,18
2024-05-02 12:36:59,-1.19,-0.77,5.07,0.00,51.18,-1.34,30.149492,-1.935374,0,1
2024-05-02 12:37:01,-1.43,-0.80,6.79,-16.98,59.22,1.22,30.149799,-1.935332,0,1
2024-05-02 12:37:04,-1.06,0.15,0.67,-11.85,93.16,10.12,30.150015,-1.935305,7,19
2024-05-02 12:37:07,-0.99,-0.37,2.29,-3.37,16.18,-8.98,30.150339,-1.935271,7,17
2024-05-02 12:37:10,-0.53,-1.13,6.43,13.44,-58.27,-11.89,30.150688,-1.935233,7,19
2024-05-02 12:37:12,-1.21,-0.67,5.31,5.89,1.51,0.72,30.151041,-1.935189,0,1
2024-05-02 12:37:15,-1.57,-0.56,3.20,25.54,-39.94,-3.40,30.151276,-1.935159,0,1
2024-05-02 12:37:18,-1.30,-0.26,3.66,4.15,-19.53,2.24,30.151625,-1.935109,7,20
2024-05-02 12:37:21,-1.94,-0.88,5.34,17.19,-76.81,-1.91,30.151981,-1.935071,7,18
2024-05-02 12:37:24,-2.61,-0.16,4.58,-18.23,131.48,18.58,30.152351,-1.935023,7,18
2024-05-02 12:37:26,-2.60,-0.25,2.64,6.47,70.67,-32.44,30.152748,-1.934985,0,1
2024-05-02 12:37:29,0.25,-0.29,2.39,5.53,-8.87,0.18,30.153021,-1.934961,0,1
2024-05-02 12:37:32,-1.09,0.27,2.07,4.03,2.14,3.21,30.153429,-1.934910,6,17
2024-05-02 12:37:35,-3.41,-0.13,3.80,15.48,-48.08,-7.02,30.153860,-1.934858,7,18
